REQ-00002,150,10,0.02773880958557129,0.01199483871459961,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00000,150,10,0.04247570037841797,2.86102294921875e-06,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00001,150,10,0.03808903694152832,0.009026765823364258,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00004,150,10,0.02231574058532715,0.029993057250976562,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00003,150,10,0.02713322639465332,0.029120922088623047,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00005,150,10,0.011371135711669922,0.05136394500732422,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00007,150,10,0.04822421073913574,0.08193588256835938,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00009,150,10,0.026648998260498047,0.10783100128173828,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00008,150,10,0.054624080657958984,0.0837409496307373,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00006,150,10,0.08180117607116699,0.06850695610046387,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00010,150,10,0.02526402473449707,0.1291959285736084,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00011,150,10,0.026246070861816406,0.14217495918273926,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00012,150,10,0.020754098892211914,0.16620588302612305,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00013,150,10,0.02461695671081543,0.1746969223022461,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
REQ-00014,150,10,0.018322229385375977,0.1861729621887207,-1,0.0,-1,SKIPPED,False,[],-1,5.409137379422932,4.1847614864342475,4.491434816732486,5.783658712004781,5.998302407176862,5.618379543572027
