REQ-00050,240000,500,0.019547224044799805,26.47575807571411,-1,0.0,-1,SKIPPED,False,[],-1,240.48870111218417,240.24371393011967,244.24928096974108,258.90396801849084,290.9888792906529,254.83920305586716
REQ-00051,240000,500,0.01625800132751465,26.83867907524109,-1,0.0,-1,SKIPPED,False,[],-1,240.48870111218417,240.24371393011967,244.24928096974108,258.90396801849084,290.9888792906529,254.83920305586716
REQ-00052,240000,500,0.015960216522216797,27.382086277008057,-1,0.0,-1,SKIPPED,False,[],-1,240.48870111218417,240.24371393011967,244.24928096974108,258.90396801849084,290.9888792906529,254.83920305586716
REQ-00054,240000,500,0.014749288558959961,29.46380114555359,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00055,240000,500,0.016510009765625,29.941416025161743,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00056,240000,500,0.02921915054321289,29.94603395462036,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00057,240000,500,0.01204991340637207,29.982932090759277,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00058,240000,500,0.02250981330871582,31.009154081344604,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00059,240000,500,0.012781143188476562,31.052653074264526,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00060,240000,500,0.016885995864868164,32.40194892883301,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00061,240000,500,0.015796899795532227,32.52136301994324,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00062,240000,500,0.017991304397583008,33.27591919898987,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00063,240000,500,0.016016006469726562,33.36724519729614,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00064,240000,500,0.02242279052734375,33.62337613105774,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00065,240000,500,0.01593804359436035,33.73493194580078,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00066,240000,500,0.03055405616760254,33.894964933395386,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00067,240000,500,0.012134075164794922,34.70922112464905,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00068,240000,500,0.01575016975402832,35.76968288421631,-1,0.0,-1,SKIPPED,False,[],-1,240.1855469433105,240.1834807769112,243.94612680086743,259.2685898765641,290.6857251217792,254.53604888699348
REQ-00070,240000,500,0.016350984573364258,36.73798394203186,-1,0.0,-1,SKIPPED,False,[],-1,240.2518475728723,240.17661996351984,243.93926598747603,259.2617290631727,290.6788643083878,254.52918807360209
REQ-00000,240000,500,37.172837018966675,4.100799560546875e-05,vit_b_16,0.6906103491783142,13.311276,WARM,True,"['resnet34', 'vit_b_16', 'resnet18', 'resnet50', 'resnet101', 'mobilenet_v3_small']",37172.49112483114,22.00542842574333,21.80239005670193,27.07070571837726,39.88809357218815,71.17078958039212,37.47270188637154
REQ-00072,240000,500,0.015722036361694336,37.41316509246826,-1,0.0,-1,SKIPPED,False,[],-1,241.04511664643098,240.96988903707853,244.73253506103472,260.0549981367314,292.4276588437076,255.3224571471608
REQ-00073,240000,500,0.012748003005981445,37.619781255722046,-1,0.0,-1,SKIPPED,False,[],-1,241.04511664643098,240.96988903707853,244.73253506103472,260.0549981367314,292.4276588437076,255.3224571471608
REQ-00074,240000,500,0.016855955123901367,37.90449523925781,-1,0.0,-1,SKIPPED,False,[],-1,241.04511664643098,240.96988903707853,244.73253506103472,260.0549981367314,292.4276588437076,255.3224571471608
REQ-00075,240000,500,0.015121936798095703,38.49892807006836,-1,0.0,-1,SKIPPED,False,[],-1,241.04511664643098,240.96988903707853,244.73253506103472,260.0549981367314,292.4276588437076,255.3224571471608
REQ-00076,240000,500,0.015460968017578125,38.78263807296753,-1,0.0,-1,SKIPPED,False,[],-1,241.04511664643098,240.96988903707853,244.73253506103472,260.0549981367314,292.4276588437076,255.3224571471608
REQ-00078,240000,500,0.014755964279174805,40.16961908340454,-1,0.0,-1,SKIPPED,False,[],-1,240.4025995747739,240.02933852118673,244.09001798937763,259.4124810650743,291.7851417720505,254.6799400755037
REQ-00084,240000,500,0.01798224449157715,42.48364806175232,-1,0.0,-1,SKIPPED,False,[],-1,240.63375526108587,241.08014228384087,245.67427857027573,261.0695079519807,292.8359455347047,255.73074383815785
REQ-00085,240000,500,0.017040729522705078,42.96878218650818,-1,0.0,-1,SKIPPED,False,[],-1,240.63375526108587,241.08014228384087,245.67427857027573,261.0695079519807,292.8359455347047,255.73074383815785
REQ-00086,240000,500,0.01795506477355957,43.743526220321655,-1,0.0,-1,SKIPPED,False,[],-1,240.63375526108587,241.08014228384087,245.67427857027573,261.0695079519807,292.8359455347047,255.73074383815785
REQ-00087,240000,500,0.015896081924438477,44.168941020965576,-1,0.0,-1,SKIPPED,False,[],-1,240.63375526108587,241.08014228384087,245.67427857027573,261.0695079519807,292.8359455347047,255.73074383815785
REQ-00088,240000,500,0.018524169921875,44.293424129486084,-1,0.0,-1,SKIPPED,False,[],-1,240.63375526108587,241.08014228384087,245.67427857027573,261.0695079519807,292.8359455347047,255.73074383815785
