REQ-00357,20000,500,932.5400359630585,177.24419784545898,mobilenet_v3_small,0.3147140145301819,0.14307,WARM,True,['mobilenet_v3_small'],932543.0534160696,Skipped,20.535601044721915,20.564455895026022,30.37771379088428,34.958146696858904,21.241008239552325,31.297334012498066
REQ-00358,20000,500,932.1542661190033,177.67185282707214,mobilenet_v3_small,0.11858529597520828,0.048008,WARM,True,['mobilenet_v3_small'],932158.5384169593,Skipped,20.541262540041103,20.57011739034521,30.383375286203467,34.96380819217809,21.246669734871514,31.302995507817254
REQ-00359,20000,500,931.852639913559,178.3794367313385,mobilenet_v3_small,0.3548433184623718,0.382397,WARM,True,['mobilenet_v3_small'],931856.5462087281,Skipped,20.546924035360295,20.575778885664402,30.38903678152266,34.96946968749729,21.252331230190705,31.308657003136446
REQ-00355,20000,500,936.3198919296265,176.16424870491028,mobilenet_v3_small,0.35366564989089966,9.299905,WARM,True,['mobilenet_v3_small'],936324.062957894,Skipped,20.524278054083535,20.553132904387642,30.3663908002459,34.94682370622053,21.229685248913945,31.286011021859686
REQ-00356,20000,500,935.5826070308685,176.94249081611633,mobilenet_v3_small,0.37511250376701355,8.83884,WARM,True,['mobilenet_v3_small'],935586.8481667712,Skipped,20.529939549402727,20.558794399706834,30.37205229556509,34.952485201539716,21.235346744233137,31.291672517178878
REQ-00361,20000,500,938.6268689632416,178.77176594734192,mobilenet_v3_small,0.3251814842224121,4.796148,WARM,True,['mobilenet_v3_small'],938630.9436247684,Skipped,21.206188970133383,21.235043820437486,31.048301716295743,36.19930906267364,21.91159616496379,31.96792193790953
REQ-00360,20000,500,941.0765981674194,178.57866787910461,mobilenet_v3_small,0.30212241411209106,9.436034,WARM,True,['mobilenet_v3_small'],941080.8635829017,Skipped,20.374689917314807,20.40354476761891,30.21680266347717,35.36781000985506,21.080097112145218,31.13642288509096
REQ-00362,20000,500,947.8327298164368,179.29736495018005,mobilenet_v3_small,0.19434553384780884,9.701346,WARM,True,['mobilenet_v3_small'],947836.8788328953,Skipped,21.21185046545257,21.240705315756678,31.053963211614935,36.20497055799284,21.91725766028298,31.973583433228722
REQ-00363,20000,500,949.3210461139679,179.8336799144745,mobilenet_v3_small,0.3122474253177643,9.508139,WARM,True,['mobilenet_v3_small'],949325.3199998289,Skipped,21.21751196077176,21.246366811075866,31.059624706934123,36.210632053312025,21.92291915560217,31.97924492854791
REQ-00364,20000,500,954.2582812309265,180.0304057598114,mobilenet_v3_small,0.6153910160064697,9.274738,WARM,True,['mobilenet_v3_small'],954262.5842918642,Skipped,21.223173456090947,21.252028306395054,31.06528620225331,36.216293548631214,21.928580650921358,31.9849064238671
