REQ-00001,1000,5000,1.84220290184021,0.33785295486450195,resnet18,0.3390319049358368,1.365925,WARM,True,"['resnet18', 'resnet34', 'resnet50']",1842.1281669288874,True,0.05164381278893059,0.0995931442703477,0.15475359333017374,0.24556487300337906,0.7295810036571351,0.47989724740919293
REQ-00000,1000,5000,2.546957015991211,5.9604644775390625e-06,resnet18,0.9894548654556274,0.119503,WARM,True,"['resnet18', 'resnet34', 'resnet50']",2546.9125830568373,True,0.05164381278893059,0.09816649363371967,0.15475359333017374,0.24556487300337906,0.7295810036571351,0.47989724740919293
REQ-00002,1000,5000,3.0332181453704834,0.49352002143859863,resnet18,0.7218064069747925,0.271922,WARM,True,"['resnet18', 'resnet34', 'resnet50']",3032.0639577694237,True,0.05164381278893059,0.0995931442703477,0.15326323399715638,0.24556487300337906,0.7295810036571351,0.47989724740919293
REQ-00003,1000,5000,0.5585582256317139,15.909257173538208,resnet34,0.37295082211494446,0.18074,WARM,True,"['resnet18', 'resnet34', 'mobilenet_v3_small']",558.3929158747196,True,0.05164381278893059,0.24065483685898165,0.2985059995376967,0.4751413964194634,0.7295810036571351,0.47989724740919293
REQ-00004,1000,5000,0.7477569580078125,16.99888801574707,resnet34,0.9820231795310974,0.175674,WARM,True,"['resnet18', 'resnet34', 'vit_b_16']",746.8224158510566,True,0.05248013151003753,0.22710155317308348,0.28651649958392705,0.4751413964194634,0.7295810036571351,0.47989724740919293
REQ-00005,1000,5000,0.7533760070800781,23.979465007781982,vit_b_16,0.40888428688049316,0.277815,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",751.2155827134848,True,0.05248013151003753,0.21300049785577513,0.2751894496255344,0.4751413964194634,0.7295810036571351,0.4648244226682736
REQ-00006,1000,5000,1.4617369174957275,29.108789205551147,vit_b_16,0.6657771468162537,0.847892,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",1460.2012080140412,True,0.05248013151003753,0.2007548480701976,0.2627633046629809,0.4751413964194634,0.7295810036571351,0.44592518040144624
REQ-00007,1000,5000,0.4018549919128418,43.52884387969971,resnet18,0.7417475581169128,0.066528,WARM,True,"['resnet34', 'resnet18', 'mobilenet_v3_small']",400.88750002905726,True,0.05248013151003753,0.18789246326317785,0.25023347419668285,0.4751413964194634,0.7295810036571351,0.4859251623613016
REQ-00008,1000,5000,0.6971888542175293,53.56394600868225,vit_b_16,0.2969716787338257,0.34269,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",695.9463339298964,True,0.05069301835903378,0.17555401693686007,0.23689612677701458,0.4751413964194634,0.7295810036571351,0.4859251623613016
REQ-00009,1000,5000,1.1491587162017822,60.3338258266449,vit_b_16,0.580207347869873,0.704745,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",1148.457916919142,True,0.05069301835903378,0.16235431524317406,0.22459121409931312,0.4751413964194634,0.7295810036571351,0.4714266461251715
REQ-00010,1000,5000,0.7787201404571533,68.85174679756165,resnet34,0.8029538989067078,0.115864,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",778.4722498618066,True,0.05069301835903378,0.15228838371885667,0.2134170926893818,0.4751413964194634,0.7295810036571351,0.49456798151265435
REQ-00011,1000,5000,0.6262218952178955,70.12164497375488,resnet18,0.39489224553108215,0.05763,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",625.571624841541,True,0.05069301835903378,0.143818745346971,0.20346158342044365,0.4751413964194634,0.7295810036571351,0.48483928336138893
REQ-00012,1000,5000,0.7798469066619873,73.60330700874329,vit_b_16,0.8228316307067871,0.429098,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",778.9723752066493,True,0.05069301835903378,0.1344059708122739,0.19437952507839928,0.4751413964194634,0.7295810036571351,0.46157935502525005
REQ-00013,1000,5000,0.6816670894622803,88.84709787368774,vit_b_16,0.8611165881156921,0.341348,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",681.2609159387648,True,0.05069301835903378,0.12779057373104652,0.18610787257055936,0.4751413964194634,0.7295810036571351,0.4581645195227251
REQ-00014,1000,5000,0.5683190822601318,89.92822313308716,resnet34,0.8170738816261292,0.111698,WARM,True,"['resnet34', 'resnet18', 'vit_b_16']",568.2250829413533,True,0.05069301835903378,0.11983971635794187,0.17880918531350343,0.4751413964194634,0.7295810036571351,0.44629816757045254
