REQ-00022,60000,500,0.01315617561340332,11.457247972488403,-1,0.0,-1,SKIPPED,False,[],-1,60.36984302719283,62.41115805087555,65.68320916122786,77.99149465895181,111.782534870136,76.29902583176712
REQ-00023,60000,500,0.014294147491455078,11.805470943450928,-1,0.0,-1,SKIPPED,False,[],-1,60.36984302719283,62.41115805087555,65.68320916122786,77.99149465895181,111.782534870136,76.29902583176712
REQ-00024,60000,500,0.01529073715209961,11.874311923980713,-1,0.0,-1,SKIPPED,False,[],-1,60.36984302719283,62.41115805087555,65.68320916122786,77.99149465895181,111.782534870136,76.29902583176712
REQ-00027,60000,500,0.01840996742248535,13.513414859771729,-1,0.0,-1,SKIPPED,False,[],-1,60.5286463195654,62.569961343248124,66.31883814397739,78.30354343050683,111.94133816250857,76.4578291241397
REQ-00000,60000,500,13.613950967788696,1.6689300537109375e-05,vit_b_16,0.845628559589386,13.539793,WARM,True,"['resnet18', 'resnet34', 'vit_b_16', 'resnet50', 'mobilenet_v3_small']",13613.797790836543,21.35218071530777,23.43373422909253,26.75404944477823,38.86138358773718,71.17078958039212,37.02187642052986
REQ-00029,60000,500,0.015976905822753906,16.248382806777954,-1,0.0,-1,SKIPPED,False,[],-1,60.43662385232344,62.477938876006164,66.22681567673543,78.21152096326489,111.84931569526661,76.50573774405076
REQ-00032,60000,500,0.013303041458129883,17.220908880233765,-1,0.0,-1,SKIPPED,False,[],-1,60.60359505511661,62.43778393200391,66.39378687952859,78.37849216605805,112.01628689805978,76.67270894684393
REQ-00033,60000,500,0.01228189468383789,17.261871814727783,-1,0.0,-1,SKIPPED,False,[],-1,60.60359505511661,62.43778393200391,66.39378687952859,78.37849216605805,112.01628689805978,76.67270894684393
REQ-00034,60000,500,0.01888108253479004,17.357529640197754,-1,0.0,-1,SKIPPED,False,[],-1,60.60359505511661,62.43778393200391,66.39378687952859,78.37849216605805,112.01628689805978,76.67270894684393
REQ-00035,60000,500,0.013464689254760742,17.401647806167603,-1,0.0,-1,SKIPPED,False,[],-1,60.60359505511661,62.43778393200391,66.39378687952859,78.37849216605805,112.01628689805978,76.67270894684393
REQ-00036,60000,500,0.01304006576538086,17.859436988830566,-1,0.0,-1,SKIPPED,False,[],-1,60.60359505511661,62.43778393200391,66.39378687952859,78.37849216605805,112.01628689805978,76.67270894684393
REQ-00038,60000,500,0.016037940979003906,18.29575490951538,-1,0.0,-1,SKIPPED,False,[],-1,60.29387528687927,62.12806416376657,66.34907147429715,78.06877239782071,111.70656712982245,76.3629891786066
REQ-00039,60000,500,0.012578010559082031,19.42797064781189,-1,0.0,-1,SKIPPED,False,[],-1,60.29387528687927,62.12806416376657,66.34907147429715,78.06877239782071,111.70656712982245,76.3629891786066
REQ-00040,60000,500,0.012387990951538086,20.176098823547363,-1,0.0,-1,SKIPPED,False,[],-1,60.29387528687927,62.12806416376657,66.34907147429715,78.06877239782071,111.70656712982245,76.3629891786066
REQ-00041,60000,500,0.014456748962402344,20.303982734680176,-1,0.0,-1,SKIPPED,False,[],-1,60.29387528687927,62.12806416376657,66.34907147429715,78.06877239782071,111.70656712982245,76.3629891786066
REQ-00042,60000,500,0.013424158096313477,21.123234748840332,-1,0.0,-1,SKIPPED,False,[],-1,60.29387528687927,62.12806416376657,66.34907147429715,78.06877239782071,111.70656712982245,76.3629891786066
REQ-00044,60000,500,0.015666961669921875,22.039167881011963,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00045,60000,500,0.011696815490722656,23.145177841186523,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00046,60000,500,0.013448238372802734,23.38706374168396,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00047,60000,500,0.011346101760864258,23.70521879196167,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00048,60000,500,0.02022075653076172,23.73863172531128,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00049,60000,500,0.019622087478637695,24.391243934631348,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00050,60000,500,0.013092041015625,24.408283710479736,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00051,60000,500,0.012476205825805664,24.95174288749695,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00052,60000,500,0.012726068496704102,24.973662853240967,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00053,60000,500,0.01332402229309082,25.025643825531006,-1,0.0,-1,SKIPPED,False,[],-1,60.0901577575974,61.65088495008409,65.87189226061469,77.59159318413825,111.22938791613997,76.09214427669517
REQ-00055,60000,500,0.0201570987701416,26.426422834396362,-1,0.0,-1,SKIPPED,False,[],-1,60.020923764055496,61.581650956542184,66.19213271044475,77.52235919059633,111.16015392259807,76.02291028315325
REQ-00056,60000,500,0.018763065338134766,26.893677711486816,-1,0.0,-1,SKIPPED,False,[],-1,60.020923764055496,61.581650956542184,66.19213271044475,77.52235919059633,111.16015392259807,76.02291028315325
REQ-00057,60000,500,0.018255949020385742,27.568291664123535,-1,0.0,-1,SKIPPED,False,[],-1,60.020923764055496,61.581650956542184,66.19213271044475,77.52235919059633,111.16015392259807,76.02291028315325
REQ-00001,60000,500,27.983744859695435,0.379788875579834,resnet34,0.8821653127670288,10.95882,WARM,True,"['resnet18', 'resnet34', 'vit_b_16', 'resnet50', 'mobilenet_v3_small']",27983.554457779974,21.35218071530777,23.43373422909253,26.75404944477823,38.86138358773718,71.17078958039212,37.02187642052986
REQ-00002,60000,500,30.0078227519989,0.43215084075927734,mobilenet_v3_small,0.9034017324447632,9.115457,WARM,True,"['resnet18', 'resnet34', 'vit_b_16', 'resnet50', 'mobilenet_v3_small']",30007.37545825541,32.12186324165721,34.08573683616939,37.623129654655905,49.93141515237983,83.72245536356402,48.23894632519516
REQ-00063,60000,500,0.012084007263183594,31.22602391242981,-1,0.0,-1,SKIPPED,False,[],-1,60.154282228200245,61.577443005943834,66.12937810029563,78.36034527068256,111.09739931244893,76.01055547859806
REQ-00064,60000,500,0.012669086456298828,31.420973777770996,-1,0.0,-1,SKIPPED,False,[],-1,60.154282228200245,61.577443005943834,66.12937810029563,78.36034527068256,111.09739931244893,76.01055547859806
REQ-00065,60000,500,0.013856887817382812,31.68235492706299,-1,0.0,-1,SKIPPED,False,[],-1,60.154282228200245,61.577443005943834,66.12937810029563,78.36034527068256,111.09739931244893,76.01055547859806
REQ-00066,60000,500,0.017710208892822266,32.80862784385681,-1,0.0,-1,SKIPPED,False,[],-1,60.154282228200245,61.577443005943834,66.12937810029563,78.36034527068256,111.09739931244893,76.01055547859806
REQ-00067,60000,500,0.016827821731567383,32.922202825546265,-1,0.0,-1,SKIPPED,False,[],-1,60.154282228200245,61.577443005943834,66.12937810029563,78.36034527068256,111.09739931244893,76.01055547859806
